Month,Retailer,StoreType,State,Region,Category,TY AUR,Units
2019 Apr,HIBBETT SPORTS,B&M,WI,NORTH CENTRAL,JACKET/VEST,44.97 ,6 
2019 Apr,HIBBETT SPORTS,B&M,WI,NORTH CENTRAL,PANT/CAPRI,46.24 ,4 
2019 Apr,HIBBETT SPORTS,B&M,WV,MIDATLANTIC,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,WV,MIDATLANTIC,JACKET/VEST,39.51 ,14 
2019 Apr,HIBBETT SPORTS,B&M,WV,MIDATLANTIC,PANT/CAPRI,36.97 ,16 
2019 Apr,HIBBETT SPORTS,B&M,WY,NORTHWEST,DAYPACK,62.94 ,4 
2019 Apr,HIBBETT SPORTS,B&M,WY,NORTHWEST,JACKET/VEST,44.97 ,8 
2019 Apr,HIBBETT SPORTS,B&M,WY,NORTHWEST,PANT/CAPRI,44.78 ,12 
2019 Apr,HIBBETT SPORTS,ECOMMERCE,AL,OTHER,DAYPACK,61.23 ,74 
2019 Apr,HIBBETT SPORTS,ECOMMERCE,AL,OTHER,JACKET/VEST,41.53 ,12 
2019 Apr,HIBBETT SPORTS,ECOMMERCE,AL,OTHER,PANT/CAPRI,37.63 ,80 
2019 Apr,MACYS,B&M,AL,SOUTHEAST,DAYPACK,,0 
2019 Apr,MACYS,B&M,AL,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,MACYS,B&M,AZ,WEST,DAYPACK,,0 
2019 Apr,MACYS,B&M,AZ,WEST,PANT/CAPRI,44.63 ,(14)
2019 Apr,MACYS,B&M,CA,WEST,DAYPACK,61.45 ,86 
2019 Apr,MACYS,B&M,CA,WEST,PANT/CAPRI,43.61 ,698 
2019 Apr,MACYS,B&M,CO,WEST,DAYPACK,56.35 ,10 
2019 Apr,MACYS,B&M,CO,WEST,PANT/CAPRI,42.66 ,76 
2019 Apr,MACYS,B&M,CT,NORTHEAST,DAYPACK,54.68 ,28 
2019 Apr,MACYS,B&M,CT,NORTHEAST,PANT/CAPRI,37.51 ,156 
2019 Apr,MACYS,B&M,DC,MIDATLANTIC,DAYPACK,91.26 ,2 
2019 Apr,MACYS,B&M,DC,MIDATLANTIC,PANT/CAPRI,22.35 ,12 
2019 Apr,MACYS,B&M,DE,MIDATLANTIC,DAYPACK,60.02 ,10 
2019 Apr,MACYS,B&M,DE,MIDATLANTIC,PANT/CAPRI,40.70 ,106 
2019 Apr,MACYS,B&M,FL,SOUTHEAST,DAYPACK,,0 
2019 Apr,MACYS,B&M,FL,SOUTHEAST,PANT/CAPRI,72.30 ,(18)
2019 Apr,MACYS,B&M,GA,SOUTHEAST,DAYPACK,46.06 ,18 
2019 Apr,MACYS,B&M,GA,SOUTHEAST,PANT/CAPRI,37.16 ,118 
2019 Apr,MACYS,B&M,HI,WEST,DAYPACK,54.43 ,2 
2019 Apr,MACYS,B&M,HI,WEST,PANT/CAPRI,27.00 ,2 
2019 Apr,MACYS,B&M,ID,NORTHWEST,DAYPACK,,0 
2019 Apr,MACYS,B&M,ID,NORTHWEST,PANT/CAPRI,40.09 ,22 
2019 Apr,MACYS,B&M,IL,NORTH CENTRAL,DAYPACK,49.36 ,38 
2019 Apr,MACYS,B&M,IL,NORTH CENTRAL,PANT/CAPRI,42.63 ,562 
2019 Apr,MACYS,B&M,IN,NORTH CENTRAL,DAYPACK,49.28 ,12 
2019 Apr,MACYS,B&M,IN,NORTH CENTRAL,PANT/CAPRI,38.98 ,166 
2019 Apr,MACYS,B&M,KS,NORTH CENTRAL,DAYPACK,54.82 ,2 
2019 Apr,MACYS,B&M,KS,NORTH CENTRAL,PANT/CAPRI,42.43 ,62 
2019 Apr,MACYS,B&M,KY,SOUTHEAST,DAYPACK,,0 
2019 Apr,MACYS,B&M,KY,SOUTHEAST,PANT/CAPRI,39.87 ,82 
2019 Apr,MACYS,B&M,LA,SOUTH CENTRAL,DAYPACK,,0 
2019 Apr,MACYS,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,MACYS,B&M,MA,NORTHEAST,DAYPACK,57.39 ,138 
2019 Apr,MACYS,B&M,MA,NORTHEAST,PANT/CAPRI,43.50 ,696 
2019 Apr,MACYS,B&M,MD,MIDATLANTIC,DAYPACK,53.73 ,18 
2019 Apr,MACYS,B&M,MD,MIDATLANTIC,PANT/CAPRI,39.76 ,366 
2019 Apr,MACYS,B&M,ME,NORTHEAST,DAYPACK,,0 
2019 Apr,MACYS,B&M,ME,NORTHEAST,PANT/CAPRI,46.06 ,30 
2019 Apr,MACYS,B&M,MI,NORTH CENTRAL,DAYPACK,62.29 ,14 
2019 Apr,MACYS,B&M,MI,NORTH CENTRAL,PANT/CAPRI,41.12 ,420 
2019 Apr,MACYS,B&M,MN,NORTH CENTRAL,DAYPACK,64.92 ,20 
2019 Apr,MACYS,B&M,MN,NORTH CENTRAL,PANT/CAPRI,44.10 ,248 
2019 Apr,MACYS,B&M,MO,NORTH CENTRAL,DAYPACK,54.51 ,4 
2019 Apr,MACYS,B&M,MO,NORTH CENTRAL,PANT/CAPRI,35.90 ,106 
2019 Apr,MACYS,B&M,NC,SOUTHEAST,DAYPACK,53.17 ,(2)
2019 Apr,MACYS,B&M,NC,SOUTHEAST,PANT/CAPRI,25.93 ,(2)
2019 Apr,MACYS,B&M,ND,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,MACYS,B&M,NH,NORTHEAST,DAYPACK,59.27 ,12 
2019 Apr,MACYS,B&M,NH,NORTHEAST,PANT/CAPRI,42.32 ,116 
2019 Apr,MACYS,B&M,NJ,MIDATLANTIC,DAYPACK,51.83 ,68 
2019 Apr,MACYS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,40.34 ,488 
2019 Apr,MACYS,B&M,NM,WEST,DAYPACK,,0 
2019 Apr,MACYS,B&M,NM,WEST,PANT/CAPRI,,0 
2019 Apr,MACYS,B&M,NV,WEST,DAYPACK,58.08 ,10 
2019 Apr,MACYS,B&M,NV,WEST,PANT/CAPRI,42.43 ,92 
2019 Apr,MACYS,B&M,NY,NORTHEAST,DAYPACK,55.23 ,304 
2019 Apr,MACYS,B&M,NY,NORTHEAST,JACKET/VEST,72.00 ,2 
2019 Apr,MACYS,B&M,NY,NORTHEAST,PANT/CAPRI,45.30 ,"1,028 "
2019 Apr,MACYS,B&M,OH,NORTH CENTRAL,DAYPACK,55.80 ,16 
2019 Apr,MACYS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,35.98 ,294 
2019 Apr,MACYS,B&M,OK,SOUTH CENTRAL,DAYPACK,,0 
2019 Apr,MACYS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,21.99 ,(2)
2019 Apr,MACYS,B&M,OR,NORTHWEST,DAYPACK,54.64 ,2 
2019 Apr,MACYS,B&M,OR,NORTHWEST,PANT/CAPRI,42.87 ,164 
2019 Apr,MACYS,B&M,PA,MIDATLANTIC,DAYPACK,56.40 ,50 
2019 Apr,MACYS,B&M,PA,MIDATLANTIC,PANT/CAPRI,42.01 ,530 
2019 Apr,MACYS,B&M,RI,NORTHEAST,DAYPACK,54.69 ,16 
2019 Apr,MACYS,B&M,RI,NORTHEAST,PANT/CAPRI,38.95 ,94 
2019 Apr,MACYS,B&M,SC,SOUTHEAST,DAYPACK,,0 
2019 Apr,MACYS,B&M,SC,SOUTHEAST,PANT/CAPRI,26.93 ,2 
2019 Apr,MACYS,B&M,SD,NORTH CENTRAL,PANT/CAPRI,26.93 ,2 
2019 Apr,MACYS,B&M,TN,SOUTHEAST,DAYPACK,66.27 ,(2)
2019 Apr,MACYS,B&M,TN,SOUTHEAST,PANT/CAPRI,33.64 ,18 
2019 Apr,MACYS,B&M,TX,SOUTH CENTRAL,DAYPACK,14.57 ,(2)
2019 Apr,MACYS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,36.73 ,50 
2019 Apr,MACYS,B&M,UT,WEST,DAYPACK,57.91 ,6 
2019 Apr,MACYS,B&M,UT,WEST,PANT/CAPRI,41.28 ,70 
2019 Apr,MACYS,B&M,VA,MIDATLANTIC,DAYPACK,63.06 ,24 
2019 Apr,MACYS,B&M,VA,MIDATLANTIC,PANT/CAPRI,41.42 ,210 
2019 Apr,MACYS,B&M,WA,NORTHWEST,DAYPACK,54.55 ,38 
2019 Apr,MACYS,B&M,WA,NORTHWEST,PANT/CAPRI,42.01 ,450 
2019 Apr,MACYS,B&M,WI,NORTH CENTRAL,DAYPACK,54.45 ,2 
2019 Apr,MACYS,B&M,WI,NORTH CENTRAL,PANT/CAPRI,37.72 ,86 
2019 Apr,MACYS,B&M,WV,MIDATLANTIC,DAYPACK,,0 
2019 Apr,MACYS,B&M,WV,MIDATLANTIC,PANT/CAPRI,41.34 ,18 
2019 Apr,MACYS,ECOMMERCE,OTHER,OTHER,DAYPACK,60.37 ,412 
2019 Apr,MACYS,ECOMMERCE,OTHER,OTHER,PANT/CAPRI,54.09 ,"1,342 "
2019 Apr,MARINECORPSEXCHANGE,B&M,AZ,WEST,DAYPACK,26.76 ,32 
2019 Apr,MARINECORPSEXCHANGE,B&M,CA,OTHER,DAYPACK,62.48 ,26 
2019 Apr,MARINECORPSEXCHANGE,B&M,CA,OTHER,PANT/CAPRI,48.07 ,34 
2019 Apr,MARINECORPSEXCHANGE,B&M,CA,WEST,DAYPACK,56.14 ,42 
2019 Apr,MARINECORPSEXCHANGE,B&M,CA,WEST,JACKET/VEST,25.96 ,2 
2019 Apr,MARINECORPSEXCHANGE,B&M,CA,WEST,PANT/CAPRI,50.34 ,168 
2019 Apr,MARINECORPSEXCHANGE,B&M,NC,OTHER,DAYPACK,,0 
2019 Apr,MARINECORPSEXCHANGE,B&M,NC,OTHER,PANT/CAPRI,,0 
2019 Apr,MARINECORPSEXCHANGE,B&M,NC,SOUTHEAST,DAYPACK,55.78 ,18 
2019 Apr,MARINECORPSEXCHANGE,B&M,NC,SOUTHEAST,PANT/CAPRI,51.14 ,102 
2019 Apr,MARINECORPSEXCHANGE,B&M,SC,SOUTHEAST,DAYPACK,,0 
2019 Apr,MARINECORPSEXCHANGE,B&M,SC,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,MARINECORPSEXCHANGE,B&M,VA,MIDATLANTIC,DAYPACK,67.41 ,24 
2019 Apr,MARINECORPSEXCHANGE,B&M,VA,MIDATLANTIC,JACKET/VEST,22.07 ,4 
2019 Apr,MARINECORPSEXCHANGE,B&M,VA,MIDATLANTIC,PANT/CAPRI,49.88 ,144 
2019 Apr,MODELLS,B&M,DE,MIDATLANTIC,DAYPACK,,0 
2019 Apr,MODELLS,B&M,MA,NORTHEAST,DAYPACK,65.80 ,10 
2019 Apr,MODELLS,B&M,MD,MIDATLANTIC,DAYPACK,52.00 ,2 
2019 Apr,MODELLS,B&M,NJ,MIDATLANTIC,DAYPACK,61.22 ,80 
2019 Apr,MODELLS,B&M,NY,MIDATLANTIC,DAYPACK,65.00 ,2 
2019 Apr,MODELLS,B&M,NY,NORTHEAST,DAYPACK,62.64 ,898 
2019 Apr,MODELLS,B&M,NY,OTHER,DAYPACK,,0 
2019 Apr,MODELLS,B&M,PA,MIDATLANTIC,DAYPACK,73.86 ,18 
2019 Apr,MODELLS,B&M,VA,MIDATLANTIC,DAYPACK,,0 
2019 Apr,MODELLS,ECOMMERCE,NY,OTHER,DAYPACK,58.50 ,2 
2019 Apr,MOOSEJAW,B&M,CO,WEST,DAYPACK,92.61 ,6 
2019 Apr,MOOSEJAW,B&M,CO,WEST,JACKET/VEST,98.95 ,4 
2019 Apr,MOOSEJAW,B&M,CO,WEST,PANT/CAPRI,78.70 ,8 
2019 Apr,MOOSEJAW,B&M,CO,WEST,SLEEPING BAG,,0 
2019 Apr,MOOSEJAW,B&M,CO,WEST,TENT,,0 
2019 Apr,MOOSEJAW,B&M,IL,NORTH CENTRAL,DAYPACK,64.95 ,2 
2019 Apr,MOOSEJAW,B&M,IL,NORTH CENTRAL,JACKET/VEST,148.47 ,4 
2019 Apr,MOOSEJAW,B&M,IL,NORTH CENTRAL,PANT/CAPRI,62.29 ,18 
2019 Apr,MOOSEJAW,B&M,IL,NORTH CENTRAL,SLEEPING BAG,,0 
2019 Apr,MOOSEJAW,B&M,IL,NORTH CENTRAL,TENT,,0 
2019 Apr,MOOSEJAW,B&M,MI,NORTH CENTRAL,DAYPACK,91.38 ,42 
2019 Apr,MOOSEJAW,B&M,MI,NORTH CENTRAL,JACKET/VEST,86.93 ,14 
2019 Apr,MOOSEJAW,B&M,MI,NORTH CENTRAL,PANT/CAPRI,54.97 ,98 
2019 Apr,MOOSEJAW,B&M,MI,NORTH CENTRAL,SLEEPING BAG,59.18 ,4 
2019 Apr,MOOSEJAW,B&M,MI,NORTH CENTRAL,TENT,298.95 ,2 
2019 Apr,MOOSEJAW,B&M,MO,NORTH CENTRAL,DAYPACK,50.74 ,2 
2019 Apr,MOOSEJAW,B&M,MO,NORTH CENTRAL,JACKET/VEST,95.24 ,8 
2019 Apr,MOOSEJAW,B&M,MO,NORTH CENTRAL,PANT/CAPRI,67.89 ,8 
2019 Apr,MOOSEJAW,B&M,MO,NORTH CENTRAL,SLEEPING BAG,,0 
2019 Apr,MOOSEJAW,B&M,MO,NORTH CENTRAL,TENT,398.95 ,2 
2019 Apr,MOOSEJAW,ECOMMERCE,IL,NORTH CENTRAL,DAYPACK,62.39 ,2 
2019 Apr,MOOSEJAW,ECOMMERCE,IL,NORTH CENTRAL,JACKET/VEST,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,IL,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,IL,NORTH CENTRAL,SLEEPING BAG,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,IL,NORTH CENTRAL,TENT,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,NORTH CENTRAL,DAYPACK,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,NORTH CENTRAL,JACKET/VEST,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,NORTH CENTRAL,SLEEPING BAG,,0 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,OTHER,DAYPACK,66.93 ,688 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,OTHER,JACKET/VEST,89.53 ,52 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,OTHER,PANT/CAPRI,61.03 ,938 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,OTHER,SLEEPING BAG,156.61 ,156 
2019 Apr,MOOSEJAW,ECOMMERCE,MI,OTHER,TENT,263.23 ,140 
2019 Apr,MOOSEJAW,OUTLET,MI,NORTH CENTRAL,DAYPACK,34.15 ,376 
2019 Apr,MOOSEJAW,OUTLET,MI,NORTH CENTRAL,JACKET/VEST,80.82 ,24 
2019 Apr,MOOSEJAW,OUTLET,MI,NORTH CENTRAL,PANT/CAPRI,37.02 ,226 
2019 Apr,MOOSEJAW,OUTLET,MI,NORTH CENTRAL,TENT,189.19 ,4 
2019 Apr,NEIMAN MARCUS,B&M,AZ,WEST,JACKET/VEST,,0 
2019 Apr,NEIMAN MARCUS,B&M,CA,WEST,JACKET/VEST,75.00 ,2 
2019 Apr,NEIMAN MARCUS,B&M,CA,WEST,PANT/CAPRI,75.00 ,2 
2019 Apr,NEIMAN MARCUS,B&M,CO,WEST,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,B&M,IL,NORTH CENTRAL,JACKET/VEST,,0 
2019 Apr,NEIMAN MARCUS,B&M,IL,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,B&M,MA,NORTHEAST,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,B&M,NC,SOUTHEAST,JACKET/VEST,,0 
2019 Apr,NEIMAN MARCUS,B&M,NC,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,B&M,TX,SOUTH CENTRAL,JACKET/VEST,,0 
2019 Apr,NEIMAN MARCUS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,65.00 ,2 
2019 Apr,NEIMAN MARCUS,B&M,VA,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,NEIMAN MARCUS,ECOMMERCE,TX,OTHER,JACKET/VEST,32.00 ,2 
2019 Apr,NEIMAN MARCUS,ECOMMERCE,TX,OTHER,PANT/CAPRI,71.53 ,18 
2019 Apr,NEXCOM,B&M,AE,OTHER,DAYPACK,,0 
2019 Apr,NEXCOM,B&M,AE,OTHER,PANT/CAPRI,58.02 ,60 
2019 Apr,NEXCOM,B&M,CA,WEST,DAYPACK,62.63 ,146 
2019 Apr,NEXCOM,B&M,CA,WEST,PANT/CAPRI,53.02 ,56 
2019 Apr,NEXCOM,B&M,CT,NORTHEAST,DAYPACK,59.99 ,22 
2019 Apr,NEXCOM,B&M,CT,NORTHEAST,PANT/CAPRI,59.13 ,22 
2019 Apr,NEXCOM,B&M,FL,SOUTHEAST,DAYPACK,61.20 ,158 
2019 Apr,NEXCOM,B&M,FL,SOUTHEAST,PANT/CAPRI,53.50 ,28 
2019 Apr,NEXCOM,B&M,FL,SOUTHEAST,SLEEPING BAG,,0 
2019 Apr,NEXCOM,B&M,FL,SOUTHEAST,TENT,,0 
2019 Apr,NEXCOM,B&M,GA,SOUTHEAST,DAYPACK,54.99 ,10 
2019 Apr,NEXCOM,B&M,HI,WEST,DAYPACK,64.44 ,94 
2019 Apr,NEXCOM,B&M,HI,WEST,PANT/CAPRI,54.22 ,78 
2019 Apr,NEXCOM,B&M,IL,NORTH CENTRAL,DAYPACK,67.09 ,50 
2019 Apr,NEXCOM,B&M,IL,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NEXCOM,B&M,LA,SOUTH CENTRAL,DAYPACK,61.66 ,6 
2019 Apr,NEXCOM,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,22.11 ,6 
2019 Apr,NEXCOM,B&M,MD,MIDATLANTIC,DAYPACK,59.94 ,38 
2019 Apr,NEXCOM,B&M,MD,MIDATLANTIC,PANT/CAPRI,53.22 ,52 
2019 Apr,NEXCOM,B&M,MD,MIDATLANTIC,SLEEPING BAG,52.25 ,4 
2019 Apr,NEXCOM,B&M,MD,MIDATLANTIC,TENT,,0 
2019 Apr,NEXCOM,B&M,MS,SOUTHEAST,DAYPACK,55.94 ,32 
2019 Apr,NEXCOM,B&M,MS,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,NEXCOM,B&M,NY,NORTHEAST,PANT/CAPRI,55.99 ,6 
2019 Apr,NEXCOM,B&M,OTHER,OTHER,DAYPACK,,0 
2019 Apr,NEXCOM,B&M,OTHER,OTHER,PANT/CAPRI,,0 
2019 Apr,NEXCOM,B&M,RI,NORTHEAST,DAYPACK,64.22 ,26 
2019 Apr,NEXCOM,B&M,RI,NORTHEAST,PANT/CAPRI,55.99 ,6 
2019 Apr,NEXCOM,B&M,SC,SOUTHEAST,DAYPACK,59.99 ,12 
2019 Apr,NEXCOM,B&M,SC,SOUTHEAST,PANT/CAPRI,44.92 ,6 
2019 Apr,NEXCOM,B&M,TN,SOUTHEAST,DAYPACK,55.86 ,6 
2019 Apr,NEXCOM,B&M,TN,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,NEXCOM,B&M,TX,SOUTH CENTRAL,DAYPACK,57.49 ,4 
2019 Apr,NEXCOM,B&M,VA,MIDATLANTIC,DAYPACK,66.05 ,200 
2019 Apr,NEXCOM,B&M,VA,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,NEXCOM,B&M,VA,MIDATLANTIC,PANT/CAPRI,57.01 ,138 
2019 Apr,NEXCOM,B&M,VA,MIDATLANTIC,SLEEPING BAG,,0 
2019 Apr,NEXCOM,B&M,VA,MIDATLANTIC,TENT,135.99 ,2 
2019 Apr,NEXCOM,B&M,WA,NORTHWEST,DAYPACK,65.35 ,98 
2019 Apr,NEXCOM,B&M,WA,NORTHWEST,PANT/CAPRI,48.22 ,48 
2019 Apr,NEXCOM,B&M,WA,NORTHWEST,SLEEPING BAG,,0 
2019 Apr,NEXCOM,B&M,WA,NORTHWEST,TENT,,0 
2019 Apr,NEXCOM,ECOMMERCE,KY,OTHER,DAYPACK,69.28 ,14 
2019 Apr,NEXCOM,ECOMMERCE,KY,OTHER,PANT/CAPRI,44.55 ,26 
2019 Apr,NEXCOM,ECOMMERCE,KY,OTHER,SLEEPING BAG,,0 
2019 Apr,NORDSTROMPORTAL,B&M,AK,NORTHWEST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,AK,NORTHWEST,JACKET/VEST,99.00 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,AK,NORTHWEST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,AZ,WEST,DAYPACK,53.99 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,AZ,WEST,JACKET/VEST,0.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,AZ,WEST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,CA,WEST,DAYPACK,76.57 ,70 
2019 Apr,NORDSTROMPORTAL,B&M,CA,WEST,JACKET/VEST,71.48 ,70 
2019 Apr,NORDSTROMPORTAL,B&M,CA,WEST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,CO,WEST,DAYPACK,75.00 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,CO,WEST,JACKET/VEST,66.00 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,CO,WEST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,CT,NORTHEAST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,CT,NORTHEAST,JACKET/VEST,60.55 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,CT,NORTHEAST,PANT/CAPRI,30.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,DE,MIDATLANTIC,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,DE,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,DE,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,FL,SOUTHEAST,DAYPACK,85.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,FL,SOUTHEAST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,FL,SOUTHEAST,PANT/CAPRI,20.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,GA,SOUTHEAST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,GA,SOUTHEAST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,GA,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,HI,WEST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,HI,WEST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,HI,WEST,PANT/CAPRI,38.99 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,IL,NORTH CENTRAL,DAYPACK,72.17 ,50 
2019 Apr,NORDSTROMPORTAL,B&M,IL,NORTH CENTRAL,JACKET/VEST,59.25 ,44 
2019 Apr,NORDSTROMPORTAL,B&M,IL,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,IN,NORTH CENTRAL,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,IN,NORTH CENTRAL,JACKET/VEST,49.50 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,IN,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,KS,NORTH CENTRAL,DAYPACK,99.00 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,KS,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,MA,NORTHEAST,DAYPACK,65.00 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,MA,NORTHEAST,JACKET/VEST,69.00 ,24 
2019 Apr,NORDSTROMPORTAL,B&M,MA,NORTHEAST,PANT/CAPRI,45.00 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,MD,MIDATLANTIC,DAYPACK,60.99 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,MD,MIDATLANTIC,JACKET/VEST,41.64 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,MD,MIDATLANTIC,PANT/CAPRI,45.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,MI,NORTH CENTRAL,DAYPACK,71.00 ,14 
2019 Apr,NORDSTROMPORTAL,B&M,MI,NORTH CENTRAL,JACKET/VEST,56.47 ,54 
2019 Apr,NORDSTROMPORTAL,B&M,MI,NORTH CENTRAL,PANT/CAPRI,32.49 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,MN,NORTH CENTRAL,DAYPACK,63.85 ,14 
2019 Apr,NORDSTROMPORTAL,B&M,MN,NORTH CENTRAL,JACKET/VEST,49.50 ,4 
2019 Apr,NORDSTROMPORTAL,B&M,MN,NORTH CENTRAL,PANT/CAPRI,45.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,MO,NORTH CENTRAL,DAYPACK,73.50 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,MO,NORTH CENTRAL,JACKET/VEST,99.00 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,MO,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,NC,SOUTHEAST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,NC,SOUTHEAST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,NC,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,NJ,MIDATLANTIC,DAYPACK,60.24 ,48 
2019 Apr,NORDSTROMPORTAL,B&M,NJ,MIDATLANTIC,JACKET/VEST,86.63 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,NJ,MIDATLANTIC,PANT/CAPRI,32.50 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,NV,WEST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,NY,NORTHEAST,DAYPACK,72.14 ,20 
2019 Apr,NORDSTROMPORTAL,B&M,NY,NORTHEAST,JACKET/VEST,63.64 ,14 
2019 Apr,NORDSTROMPORTAL,B&M,NY,NORTHEAST,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,OH,NORTH CENTRAL,DAYPACK,99.00 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,OH,NORTH CENTRAL,JACKET/VEST,99.00 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,OH,NORTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,NORDSTROMPORTAL,B&M,OR,NORTHWEST,DAYPACK,55.13 ,6 
2019 Apr,NORDSTROMPORTAL,B&M,OR,NORTHWEST,JACKET/VEST,60.50 ,18 
2019 Apr,NORDSTROMPORTAL,B&M,OR,NORTHWEST,PANT/CAPRI,38.99 ,2 
2019 Apr,NORDSTROMPORTAL,B&M,OTHER,NORTHEAST,DAYPACK,,0 
2019 Apr,NORDSTROMPORTAL,B&M,OTHER,NORTHEAST,JACKET/VEST,,0 
2019 Apr,NORDSTROMPORTAL,B&M,PA,MIDATLANTIC,DAYPACK,73.50 ,8 
2019 Apr,NORDSTROMPORTAL,B&M,PA,MIDATLANTIC,JACKET/VEST,77.79 ,14 
