Month,Retailer,StoreType,State,Region,Category,TY AUR,Units
2019 Apr,DILLARDS,B&M,NC,OTHER,DAYPACK,,0 
2019 Apr,DILLARDS,B&M,NC,OTHER,JACKET/VEST,,0 
2019 Apr,DILLARDS,B&M,NC,OTHER,PANT/CAPRI,,0 
2019 Apr,DILLARDS,B&M,NC,SOUTHEAST,DAYPACK,51.42 ,24 
2019 Apr,DILLARDS,B&M,NC,SOUTHEAST,JACKET/VEST,41.68 ,28 
2019 Apr,DILLARDS,B&M,NC,SOUTHEAST,PANT/CAPRI,43.70 ,290 
2019 Apr,DILLARDS,B&M,NC,SOUTHEAST,TENT,87.48 ,2 
2019 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,DAYPACK,47.60 ,12 
2019 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,JACKET/VEST,60.02 ,18 
2019 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,PANT/CAPRI,47.96 ,134 
2019 Apr,DILLARDS,B&M,NE,NORTH CENTRAL,TENT,,0 
2019 Apr,DILLARDS,B&M,NM,WEST,DAYPACK,61.93 ,28 
2019 Apr,DILLARDS,B&M,NM,WEST,JACKET/VEST,58.75 ,52 
2019 Apr,DILLARDS,B&M,NM,WEST,PANT/CAPRI,50.82 ,290 
2019 Apr,DILLARDS,B&M,NM,WEST,TENT,,0 
2019 Apr,DILLARDS,B&M,NV,WEST,DAYPACK,56.33 ,6 
2019 Apr,DILLARDS,B&M,NV,WEST,JACKET/VEST,49.95 ,20 
2019 Apr,DILLARDS,B&M,NV,WEST,PANT/CAPRI,49.48 ,168 
2019 Apr,DILLARDS,B&M,NV,WEST,TENT,61.24 ,2 
2019 Apr,DILLARDS,B&M,OH,NORTH CENTRAL,DAYPACK,30.99 ,46 
2019 Apr,DILLARDS,B&M,OH,NORTH CENTRAL,JACKET/VEST,53.43 ,78 
2019 Apr,DILLARDS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,37.97 ,604 
2019 Apr,DILLARDS,B&M,OH,NORTH CENTRAL,SLEEPING BAG,,0 
2019 Apr,DILLARDS,B&M,OH,NORTH CENTRAL,TENT,61.24 ,6 
2019 Apr,DILLARDS,B&M,OK,SOUTH CENTRAL,DAYPACK,57.40 ,36 
2019 Apr,DILLARDS,B&M,OK,SOUTH CENTRAL,JACKET/VEST,46.56 ,66 
2019 Apr,DILLARDS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,48.47 ,396 
2019 Apr,DILLARDS,B&M,OK,SOUTH CENTRAL,TENT,,0 
2019 Apr,DILLARDS,B&M,SC,SOUTHEAST,DAYPACK,69.56 ,18 
2019 Apr,DILLARDS,B&M,SC,SOUTHEAST,JACKET/VEST,50.00 ,6 
2019 Apr,DILLARDS,B&M,SC,SOUTHEAST,PANT/CAPRI,35.15 ,134 
2019 Apr,DILLARDS,B&M,SC,SOUTHEAST,TENT,187.46 ,2 
2019 Apr,DILLARDS,B&M,TN,SOUTHEAST,DAYPACK,77.02 ,22 
2019 Apr,DILLARDS,B&M,TN,SOUTHEAST,JACKET/VEST,51.11 ,44 
2019 Apr,DILLARDS,B&M,TN,SOUTHEAST,PANT/CAPRI,49.41 ,414 
2019 Apr,DILLARDS,B&M,TN,SOUTHEAST,TENT,,0 
2019 Apr,DILLARDS,B&M,TX,OTHER,DAYPACK,,0 
2019 Apr,DILLARDS,B&M,TX,OTHER,JACKET/VEST,,0 
2019 Apr,DILLARDS,B&M,TX,OTHER,PANT/CAPRI,,0 
2019 Apr,DILLARDS,B&M,TX,SOUTH CENTRAL,DAYPACK,53.85 ,218 
2019 Apr,DILLARDS,B&M,TX,SOUTH CENTRAL,JACKET/VEST,55.76 ,222 
2019 Apr,DILLARDS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,44.45 ,"2,462 "
2019 Apr,DILLARDS,B&M,TX,SOUTH CENTRAL,TENT,74.36 ,8 
2019 Apr,DILLARDS,B&M,UT,WEST,DAYPACK,59.50 ,20 
2019 Apr,DILLARDS,B&M,UT,WEST,JACKET/VEST,73.00 ,18 
2019 Apr,DILLARDS,B&M,UT,WEST,PANT/CAPRI,50.95 ,264 
2019 Apr,DILLARDS,B&M,UT,WEST,TENT,43.74 ,2 
2019 Apr,DILLARDS,B&M,VA,MIDATLANTIC,DAYPACK,53.03 ,12 
2019 Apr,DILLARDS,B&M,VA,MIDATLANTIC,JACKET/VEST,69.34 ,28 
2019 Apr,DILLARDS,B&M,VA,MIDATLANTIC,PANT/CAPRI,36.85 ,334 
2019 Apr,DILLARDS,B&M,VA,MIDATLANTIC,TENT,,0 
2019 Apr,DILLARDS,B&M,WY,NORTHWEST,DAYPACK,,0 
2019 Apr,DILLARDS,B&M,WY,NORTHWEST,JACKET/VEST,99.00 ,4 
2019 Apr,DILLARDS,B&M,WY,NORTHWEST,PANT/CAPRI,47.51 ,44 
2019 Apr,DILLARDS,B&M,WY,NORTHWEST,TENT,,0 
2019 Apr,DILLARDS,ECOMMERCE,AR,OTHER,DAYPACK,30.80 ,2 
2019 Apr,DILLARDS,ECOMMERCE,AR,OTHER,JACKET/VEST,99.00 ,24 
2019 Apr,DILLARDS,ECOMMERCE,AR,OTHER,PANT/CAPRI,60.87 ,440 
2019 Apr,DILLARDS,ECOMMERCE,AR,OTHER,SLEEPING BAG,,0 
2019 Apr,DILLARDS,ECOMMERCE,AR,OTHER,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,DAYPACK,68.22 ,86 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,JACKET/VEST,19.49 ,4 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,PANT/CAPRI,49.73 ,172 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,SLEEPING BAG,235.58 ,4 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,NORTHEAST,TENT,159.20 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,CT,OTHER,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,DE,MIDATLANTIC,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,DAYPACK,74.00 ,62 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,JACKET/VEST,223.20 ,(2)
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,PANT/CAPRI,58.24 ,98 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,SLEEPING BAG,238.43 ,4 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MA,NORTHEAST,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,MD,MIDATLANTIC,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,DAYPACK,70.24 ,22 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,JACKET/VEST,93.31 ,6 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,PANT/CAPRI,54.13 ,42 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,SLEEPING BAG,99.00 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,ME,NORTHEAST,TENT,299.00 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,DAYPACK,78.31 ,148 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,JACKET/VEST,88.36 ,16 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,PANT/CAPRI,56.88 ,304 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,SLEEPING BAG,294.48 ,4 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NH,NORTHEAST,TENT,299.00 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,DAYPACK,88.15 ,38 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,JACKET/VEST,84.98 ,8 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,PANT/CAPRI,49.58 ,108 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,SLEEPING BAG,209.95 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NJ,MIDATLANTIC,TENT,299.00 ,2 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,DAYPACK,70.70 ,62 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,JACKET/VEST,99.98 ,8 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,PANT/CAPRI,57.98 ,210 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,NY,NORTHEAST,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,OTHER,OTHER,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,DAYPACK,95.75 ,8 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,PANT/CAPRI,38.74 ,46 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,PA,MIDATLANTIC,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,RI,NORTHEAST,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VA,MIDATLANTIC,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,DAYPACK,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,JACKET/VEST,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,PANT/CAPRI,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,SLEEPING BAG,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,B&M,VT,NORTHEAST,TENT,,0 
2019 Apr,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,DAYPACK,59.26 ,136 
2019 Apr,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,JACKET/VEST,112.28 ,20 
2019 Apr,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,PANT/CAPRI,40.57 ,104 
2019 Apr,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,SLEEPING BAG,404.00 ,4 
2019 Apr,EASTERN MOUNTAIN SPORTS,ECOMMERCE,CT,OTHER,TENT,435.80 ,6 
2019 Apr,FIELDANDSTREAM,B&M,AL,SOUTHEAST,DAYPACK,71.20 ,2 
2019 Apr,FIELDANDSTREAM,B&M,AL,SOUTHEAST,PANT/CAPRI,70.00 ,6 
2019 Apr,FIELDANDSTREAM,B&M,AL,SOUTHEAST,SLEEPING BAG,89.00 ,4 
2019 Apr,FIELDANDSTREAM,B&M,AL,SOUTHEAST,TENT,339.99 ,2 
2019 Apr,FIELDANDSTREAM,B&M,KY,SOUTHEAST,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,KY,SOUTHEAST,PANT/CAPRI,70.00 ,6 
2019 Apr,FIELDANDSTREAM,B&M,KY,SOUTHEAST,SLEEPING BAG,83.43 ,14 
2019 Apr,FIELDANDSTREAM,B&M,KY,SOUTHEAST,TENT,149.99 ,2 
2019 Apr,FIELDANDSTREAM,B&M,MI,NORTH CENTRAL,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,MI,NORTH CENTRAL,PANT/CAPRI,68.69 ,16 
2019 Apr,FIELDANDSTREAM,B&M,MI,NORTH CENTRAL,SLEEPING BAG,87.11 ,36 
2019 Apr,FIELDANDSTREAM,B&M,MI,NORTH CENTRAL,TENT,134.99 ,4 
2019 Apr,FIELDANDSTREAM,B&M,NC,SOUTHEAST,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,NC,SOUTHEAST,PANT/CAPRI,70.00 ,10 
2019 Apr,FIELDANDSTREAM,B&M,NC,SOUTHEAST,SLEEPING BAG,79.69 ,18 
2019 Apr,FIELDANDSTREAM,B&M,NC,SOUTHEAST,TENT,131.08 ,10 
2019 Apr,FIELDANDSTREAM,B&M,NY,NORTHEAST,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,NY,NORTHEAST,PANT/CAPRI,70.00 ,2 
2019 Apr,FIELDANDSTREAM,B&M,NY,NORTHEAST,SLEEPING BAG,101.50 ,16 
2019 Apr,FIELDANDSTREAM,B&M,NY,NORTHEAST,TENT,134.99 ,4 
2019 Apr,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,DAYPACK,141.55 ,2 
2019 Apr,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,PANT/CAPRI,56.00 ,10 
2019 Apr,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,SLEEPING BAG,111.01 ,6 
2019 Apr,FIELDANDSTREAM,B&M,OH,NORTH CENTRAL,TENT,119.99 ,2 
2019 Apr,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,PANT/CAPRI,68.12 ,46 
2019 Apr,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,SLEEPING BAG,87.85 ,32 
2019 Apr,FIELDANDSTREAM,B&M,PA,MIDATLANTIC,TENT,159.99 ,8 
2019 Apr,FIELDANDSTREAM,B&M,SC,SOUTHEAST,DAYPACK,,0 
2019 Apr,FIELDANDSTREAM,B&M,SC,SOUTHEAST,PANT/CAPRI,70.00 ,8 
2019 Apr,FIELDANDSTREAM,B&M,SC,SOUTHEAST,SLEEPING BAG,84.00 ,4 
2019 Apr,FIELDANDSTREAM,B&M,SC,SOUTHEAST,TENT,,0 
2019 Apr,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,DAYPACK,84.33 ,6 
2019 Apr,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,PANT/CAPRI,70.00 ,2 
2019 Apr,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,SLEEPING BAG,76.33 ,6 
2019 Apr,FIELDANDSTREAM,ECOMMERCE,GA,OTHER,TENT,159.00 ,2 
2019 Apr,FINISH LINE,B&M,CA,WEST,DAYPACK,21.00 ,2 
2019 Apr,FINISH LINE,B&M,CA,WEST,PANT/CAPRI,,0 
2019 Apr,FINISH LINE,B&M,CT,NORTHEAST,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,IL,NORTH CENTRAL,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,IN,OTHER,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,IN,OTHER,PANT/CAPRI,,0 
2019 Apr,FINISH LINE,B&M,MI,NORTH CENTRAL,DAYPACK,30.00 ,4 
2019 Apr,FINISH LINE,B&M,MN,NORTH CENTRAL,DAYPACK,30.00 ,4 
2019 Apr,FINISH LINE,B&M,NE,NORTH CENTRAL,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,NY,NORTHEAST,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,OK,SOUTH CENTRAL,DAYPACK,,0 
2019 Apr,FINISH LINE,B&M,TN,SOUTHEAST,DAYPACK,21.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,AL,SOUTHEAST,DAYPACK,58.91 ,42 
2019 Apr,HIBBETT SPORTS,B&M,AL,SOUTHEAST,JACKET/VEST,40.83 ,10 
2019 Apr,HIBBETT SPORTS,B&M,AL,SOUTHEAST,PANT/CAPRI,46.66 ,6 
2019 Apr,HIBBETT SPORTS,B&M,AR,SOUTH CENTRAL,DAYPACK,65.52 ,28 
2019 Apr,HIBBETT SPORTS,B&M,AR,SOUTH CENTRAL,JACKET/VEST,44.97 ,10 
2019 Apr,HIBBETT SPORTS,B&M,AR,SOUTH CENTRAL,PANT/CAPRI,45.15 ,26 
2019 Apr,HIBBETT SPORTS,B&M,AZ,WEST,DAYPACK,67.00 ,8 
2019 Apr,HIBBETT SPORTS,B&M,AZ,WEST,PANT/CAPRI,52.22 ,18 
2019 Apr,HIBBETT SPORTS,B&M,CA,WEST,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,CA,WEST,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,CA,WEST,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,CO,WEST,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,CO,WEST,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,CO,WEST,PANT/CAPRI,43.99 ,6 
2019 Apr,HIBBETT SPORTS,B&M,FL,SOUTHEAST,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,FL,SOUTHEAST,JACKET/VEST,25.18 ,2 
2019 Apr,HIBBETT SPORTS,B&M,GA,NORTH CENTRAL,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,GA,SOUTHEAST,DAYPACK,51.77 ,72 
2019 Apr,HIBBETT SPORTS,B&M,GA,SOUTHEAST,JACKET/VEST,41.12 ,14 
2019 Apr,HIBBETT SPORTS,B&M,GA,SOUTHEAST,PANT/CAPRI,38.94 ,14 
2019 Apr,HIBBETT SPORTS,B&M,IA,NORTH CENTRAL,DAYPACK,46.14 ,20 
2019 Apr,HIBBETT SPORTS,B&M,IA,NORTH CENTRAL,JACKET/VEST,43.93 ,26 
2019 Apr,HIBBETT SPORTS,B&M,IA,NORTH CENTRAL,PANT/CAPRI,61.41 ,20 
2019 Apr,HIBBETT SPORTS,B&M,IL,NORTH CENTRAL,DAYPACK,65.00 ,8 
2019 Apr,HIBBETT SPORTS,B&M,IL,NORTH CENTRAL,JACKET/VEST,44.97 ,10 
2019 Apr,HIBBETT SPORTS,B&M,IL,NORTH CENTRAL,PANT/CAPRI,45.02 ,36 
2019 Apr,HIBBETT SPORTS,B&M,IN,NORTH CENTRAL,DAYPACK,63.80 ,10 
2019 Apr,HIBBETT SPORTS,B&M,IN,NORTH CENTRAL,JACKET/VEST,42.52 ,20 
2019 Apr,HIBBETT SPORTS,B&M,IN,NORTH CENTRAL,PANT/CAPRI,47.88 ,18 
2019 Apr,HIBBETT SPORTS,B&M,KS,NORTH CENTRAL,DAYPACK,65.00 ,10 
2019 Apr,HIBBETT SPORTS,B&M,KS,NORTH CENTRAL,JACKET/VEST,44.97 ,2 
2019 Apr,HIBBETT SPORTS,B&M,KS,NORTH CENTRAL,PANT/CAPRI,50.91 ,36 
2019 Apr,HIBBETT SPORTS,B&M,KY,SOUTHEAST,DAYPACK,61.86 ,42 
2019 Apr,HIBBETT SPORTS,B&M,KY,SOUTHEAST,JACKET/VEST,44.07 ,30 
2019 Apr,HIBBETT SPORTS,B&M,KY,SOUTHEAST,PANT/CAPRI,43.84 ,32 
2019 Apr,HIBBETT SPORTS,B&M,LA,SOUTH CENTRAL,DAYPACK,32.99 ,8 
2019 Apr,HIBBETT SPORTS,B&M,LA,SOUTH CENTRAL,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,LA,SOUTH CENTRAL,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,MD,MIDATLANTIC,DAYPACK,65.00 ,4 
2019 Apr,HIBBETT SPORTS,B&M,MD,MIDATLANTIC,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,MD,MIDATLANTIC,PANT/CAPRI,22.38 ,2 
2019 Apr,HIBBETT SPORTS,B&M,MN,NORTH CENTRAL,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,MN,NORTH CENTRAL,JACKET/VEST,35.97 ,2 
2019 Apr,HIBBETT SPORTS,B&M,MO,NORTH CENTRAL,DAYPACK,65.00 ,8 
2019 Apr,HIBBETT SPORTS,B&M,MO,NORTH CENTRAL,JACKET/VEST,35.98 ,12 
2019 Apr,HIBBETT SPORTS,B&M,MO,NORTH CENTRAL,PANT/CAPRI,48.24 ,34 
2019 Apr,HIBBETT SPORTS,B&M,MS,SOUTHEAST,DAYPACK,45.79 ,20 
2019 Apr,HIBBETT SPORTS,B&M,MS,SOUTHEAST,JACKET/VEST,40.47 ,8 
2019 Apr,HIBBETT SPORTS,B&M,MS,SOUTHEAST,PANT/CAPRI,38.18 ,6 
2019 Apr,HIBBETT SPORTS,B&M,NC,SOUTHEAST,DAYPACK,61.83 ,38 
2019 Apr,HIBBETT SPORTS,B&M,NC,SOUTHEAST,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,NC,SOUTHEAST,PANT/CAPRI,37.80 ,24 
2019 Apr,HIBBETT SPORTS,B&M,NC,WEST,DAYPACK,,0 
2019 Apr,HIBBETT SPORTS,B&M,NE,NORTH CENTRAL,DAYPACK,62.74 ,8 
2019 Apr,HIBBETT SPORTS,B&M,NE,NORTH CENTRAL,JACKET/VEST,41.15 ,10 
2019 Apr,HIBBETT SPORTS,B&M,NE,NORTH CENTRAL,PANT/CAPRI,58.33 ,12 
2019 Apr,HIBBETT SPORTS,B&M,NJ,MIDATLANTIC,DAYPACK,,0 
2019 Apr,HIBBETT SPORTS,B&M,NJ,MIDATLANTIC,JACKET/VEST,38.23 ,4 
2019 Apr,HIBBETT SPORTS,B&M,NM,WEST,DAYPACK,45.87 ,8 
2019 Apr,HIBBETT SPORTS,B&M,NM,WEST,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,NM,WEST,PANT/CAPRI,42.06 ,28 
2019 Apr,HIBBETT SPORTS,B&M,NY,NORTHEAST,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,NY,NORTHEAST,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,OH,NORTH CENTRAL,DAYPACK,63.80 ,10 
2019 Apr,HIBBETT SPORTS,B&M,OH,NORTH CENTRAL,JACKET/VEST,38.60 ,12 
2019 Apr,HIBBETT SPORTS,B&M,OH,NORTH CENTRAL,PANT/CAPRI,49.04 ,40 
2019 Apr,HIBBETT SPORTS,B&M,OK,SOUTH CENTRAL,DAYPACK,55.12 ,46 
2019 Apr,HIBBETT SPORTS,B&M,OK,SOUTH CENTRAL,JACKET/VEST,41.48 ,14 
2019 Apr,HIBBETT SPORTS,B&M,OK,SOUTH CENTRAL,PANT/CAPRI,51.42 ,86 
2019 Apr,HIBBETT SPORTS,B&M,PA,MIDATLANTIC,DAYPACK,55.00 ,(2)
2019 Apr,HIBBETT SPORTS,B&M,PA,MIDATLANTIC,JACKET/VEST,44.97 ,6 
2019 Apr,HIBBETT SPORTS,B&M,PA,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,SC,SOUTHEAST,DAYPACK,62.28 ,10 
2019 Apr,HIBBETT SPORTS,B&M,SC,SOUTHEAST,JACKET/VEST,41.59 ,8 
2019 Apr,HIBBETT SPORTS,B&M,SC,SOUTHEAST,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,SD,NORTH CENTRAL,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,SD,NORTH CENTRAL,JACKET/VEST,,0 
2019 Apr,HIBBETT SPORTS,B&M,SD,NORTH CENTRAL,PANT/CAPRI,29.97 ,4 
2019 Apr,HIBBETT SPORTS,B&M,TN,SOUTHEAST,DAYPACK,50.92 ,26 
2019 Apr,HIBBETT SPORTS,B&M,TN,SOUTHEAST,JACKET/VEST,41.88 ,16 
2019 Apr,HIBBETT SPORTS,B&M,TN,SOUTHEAST,PANT/CAPRI,46.27 ,34 
2019 Apr,HIBBETT SPORTS,B&M,TX,MIDATLANTIC,PANT/CAPRI,,0 
2019 Apr,HIBBETT SPORTS,B&M,TX,SOUTH CENTRAL,DAYPACK,59.69 ,58 
2019 Apr,HIBBETT SPORTS,B&M,TX,SOUTH CENTRAL,JACKET/VEST,43.46 ,20 
2019 Apr,HIBBETT SPORTS,B&M,TX,SOUTH CENTRAL,PANT/CAPRI,50.90 ,76 
2019 Apr,HIBBETT SPORTS,B&M,UT,WEST,DAYPACK,65.00 ,2 
2019 Apr,HIBBETT SPORTS,B&M,UT,WEST,JACKET/VEST,43.17 ,10 
2019 Apr,HIBBETT SPORTS,B&M,UT,WEST,PANT/CAPRI,27.97 ,2 
2019 Apr,HIBBETT SPORTS,B&M,VA,MIDATLANTIC,DAYPACK,65.00 ,18 
2019 Apr,HIBBETT SPORTS,B&M,VA,MIDATLANTIC,JACKET/VEST,44.97 ,2 
2019 Apr,HIBBETT SPORTS,B&M,VA,MIDATLANTIC,PANT/CAPRI,51.21 ,14 
2019 Apr,HIBBETT SPORTS,B&M,WI,NORTH CENTRAL,DAYPACK,55.00 ,2 
